Id,RecipeId,IngredientId,Role,Quantity,Unit,CreatedAtUtc
29fef1ab-23b5-5457-bdcc-924564e2406b,011be114-eecb-5cb1-aefd-726e486afb76,9a9086a3-cbe3-45cb-85fc-1152e2c4f132,Flavoring,12.00,ml,2026-04-27 06:32:00.000000+00
cb2a0967-e6f2-5349-898d-2b0939707ef5,011be114-eecb-5cb1-aefd-726e486afb76,d4541134-784a-4710-a1e8-6718deca7124,Flavoring,8.00,gram,2026-04-27 06:36:00.000000+00
30e91345-fe27-5124-9955-6644c433b93d,011be114-eecb-5cb1-aefd-726e486afb76,ee000035-0000-0000-0000-000000000000,Flavoring,1.00,gram,2026-04-27 06:34:00.000000+00
73a128ab-fe6f-5732-8778-881847dd2765,011be114-eecb-5cb1-aefd-726e486afb76,1d4c5657-d472-4c55-8654-964660fb0871,Mandatory,220.00,gram,2026-04-27 06:24:00.000000+00
96cddecd-b2eb-50c1-972d-201d7541eb85,011be114-eecb-5cb1-aefd-726e486afb76,ee00000e-0000-0000-0000-000000000000,Mandatory,70.00,gram,2026-04-27 06:26:00.000000+00
6bb819b3-beed-5f5d-9dd7-f0dbda826338,011be114-eecb-5cb1-aefd-726e486afb76,28ce46a9-dedd-4f1b-a022-c6aa150a1a76,Optional,110.00,gram,2026-04-27 06:28:00.000000+00
2c751aa9-aa52-543f-85af-c2ae215a0c58,011be114-eecb-5cb1-aefd-726e486afb76,593309a7-9866-5430-a44c-45655e559ec5,Optional,110.00,gram,2026-04-27 06:30:00.000000+00
25e128e4-d726-5840-9949-30703c9d98ac,012d10ff-def6-5f43-afa8-a60c09f4add0,9a9086a3-cbe3-45cb-85fc-1152e2c4f132,Flavoring,8.00,ml,2026-04-26 09:27:00.000000+00
b5f624e0-abf4-5e7f-bfd2-71d8cb836de8,012d10ff-def6-5f43-afa8-a60c09f4add0,ee000035-0000-0000-0000-000000000000,Flavoring,1.00,gram,2026-04-26 09:25:00.000000+00
98c30ffd-2eac-5d88-a8b2-00105ffc95ef,012d10ff-def6-5f43-afa8-a60c09f4add0,02408150-f4ff-4c0d-b09e-f7793f498e32,Mandatory,180.00,gram,2026-04-26 09:17:00.000000+00
c7ff027d-386a-5911-a2c7-43720b42c8b7,012d10ff-def6-5f43-afa8-a60c09f4add0,418a7fe5-420e-4078-8981-f71ecd729f7c,Mandatory,60.00,gram,2026-04-26 09:19:00.000000+00
fd07a890-2870-509e-ade7-4dd99e2e442c,012d10ff-def6-5f43-afa8-a60c09f4add0,ee00000e-0000-0000-0000-000000000000,Optional,60.00,gram,2026-04-26 09:21:00.000000+00
168fcf06-bb2a-500d-b6e2-eac24b66697e,012d10ff-def6-5f43-afa8-a60c09f4add0,ee000012-0000-0000-0000-000000000000,Optional,70.00,gram,2026-04-26 09:23:00.000000+00
8f4791e8-5d17-5288-87c8-e554c5fb0e3d,019bb8b1-f6de-5ce5-87fa-70f7bff21ebc,9a9086a3-cbe3-45cb-85fc-1152e2c4f132,Flavoring,10.00,ml,2026-04-27 03:59:00.000000+00
67887878-b4eb-500b-ba96-abce5cc32528,019bb8b1-f6de-5ce5-87fa-70f7bff21ebc,e9b007c7-b944-4bcd-9fcf-410a96748f93,Flavoring,18.00,gram,2026-04-27 04:01:00.000000+00
7d90dec0-dbcb-56a0-a1a4-a5bbb433fad7,019bb8b1-f6de-5ce5-87fa-70f7bff21ebc,ee000035-0000-0000-0000-000000000000,Flavoring,1.00,gram,2026-04-27 03:57:00.000000+00
01a5cf9f-6f46-5e33-a672-e388efe51f1f,019bb8b1-f6de-5ce5-87fa-70f7bff21ebc,ee000036-0000-0000-0000-000000000000,Flavoring,2.00,gram,2026-04-27 03:55:00.000000+00
9ea6a9da-07da-5ec3-8b75-af5888ddfbab,019bb8b1-f6de-5ce5-87fa-70f7bff21ebc,4d4b69f8-ee5b-4ada-a9d3-a3ec5e05eef1,Mandatory,1.00,adet,2026-04-27 03:49:00.000000+00
62ccd2b1-c7a9-5709-a1d3-21bd24593124,019bb8b1-f6de-5ce5-87fa-70f7bff21ebc,eb88f100-30e8-48eb-9552-fcc063701c70,Mandatory,35.00,gram,2026-04-27 03:47:00.000000+00
eda37163-cc59-5554-9e6c-562ae18aa36e,019bb8b1-f6de-5ce5-87fa-70f7bff21ebc,ee00000e-0000-0000-0000-000000000000,Mandatory,90.00,gram,2026-04-27 03:45:00.000000+00
78867bad-f1cb-58d7-a5b4-f0f7be922379,019bb8b1-f6de-5ce5-87fa-70f7bff21ebc,f66768ce-9de1-537f-904b-57c2c65ffb98,Mandatory,280.00,gram,2026-04-27 03:43:00.000000+00
d2743fbb-6bc6-50d9-98d7-d3623ed2680c,019bb8b1-f6de-5ce5-87fa-70f7bff21ebc,ee00000b-0000-0000-0000-000000000000,Optional,120.00,gram,2026-04-27 03:53:00.000000+00
d5611844-0cc8-5e61-ada1-7c78f7a601cc,019bb8b1-f6de-5ce5-87fa-70f7bff21ebc,ee000014-0000-0000-0000-000000000000,Optional,120.00,gram,2026-04-27 03:51:00.000000+00
1d33eb05-326d-543c-ad94-0c83112eb122,021c380f-8278-563c-aff4-b8dbcdaed0f9,28ce46a9-dedd-4f1b-a022-c6aa150a1a76,Flavoring,18.00,gram,2026-04-26 21:23:00.000000+00
9fa49bf7-760a-5f33-a529-991bd5a81aed,021c380f-8278-563c-aff4-b8dbcdaed0f9,593309a7-9866-5430-a44c-45655e559ec5,Flavoring,16.00,gram,2026-04-26 21:25:00.000000+00
4b373202-18d2-5aaf-8d85-8b7f195cfe1b,021c380f-8278-563c-aff4-b8dbcdaed0f9,9a9086a3-cbe3-45cb-85fc-1152e2c4f132,Flavoring,15.00,ml,2026-04-26 21:27:00.000000+00
256ac2db-9ef5-5169-9029-9259ace502f9,021c380f-8278-563c-aff4-b8dbcdaed0f9,e9b007c7-b944-4bcd-9fcf-410a96748f93,Flavoring,18.00,gram,2026-04-26 21:19:00.000000+00
1507a07e-6736-5831-b4e5-fe0e35f6e9e9,021c380f-8278-563c-aff4-b8dbcdaed0f9,ee000019-0000-0000-0000-000000000000,Flavoring,3.00,gram,2026-04-26 21:21:00.000000+00
81cbf6a6-6e42-565e-acf3-192ed16b66ce,021c380f-8278-563c-aff4-b8dbcdaed0f9,ee00000e-0000-0000-0000-000000000000,Mandatory,120.00,gram,2026-04-26 21:15:00.000000+00
d40db597-77e5-508a-bc57-f74ed684b00f,021c380f-8278-563c-aff4-b8dbcdaed0f9,ee000014-0000-0000-0000-000000000000,Mandatory,320.00,gram,2026-04-26 21:11:00.000000+00
837ab085-561f-5a99-9589-ec79e08cb234,021c380f-8278-563c-aff4-b8dbcdaed0f9,ee000028-0000-0000-0000-000000000000,Mandatory,140.00,gram,2026-04-26 21:13:00.000000+00
c22d1dec-bce1-5230-b026-4a840332d633,021c380f-8278-563c-aff4-b8dbcdaed0f9,ee00000b-0000-0000-0000-000000000000,Optional,120.00,gram,2026-04-26 21:17:00.000000+00
b1c1f460-8074-55c4-91dd-a277bcac0bef,02c5878b-30f3-5145-9e60-729803f308a9,9a9086a3-cbe3-45cb-85fc-1152e2c4f132,Flavoring,12.00,ml,2026-04-27 07:28:00.000000+00
1bfa2d24-d91a-58ab-b397-03fbe81ec150,02c5878b-30f3-5145-9e60-729803f308a9,ee000035-0000-0000-0000-000000000000,Flavoring,1.00,gram,2026-04-27 07:30:00.000000+00
6f40de0d-1aef-5a15-b730-adcf7d03bc24,02c5878b-30f3-5145-9e60-729803f308a9,9d277685-adaf-4415-a4ef-7b0b8f4fb6c8,Mandatory,220.00,gram,2026-04-27 07:20:00.000000+00
46a855f9-24da-5716-91ae-118373a05501,02c5878b-30f3-5145-9e60-729803f308a9,ee00000e-0000-0000-0000-000000000000,Mandatory,70.00,gram,2026-04-27 07:22:00.000000+00
ec05376f-e919-53e9-83b5-2acd5a772566,02c5878b-30f3-5145-9e60-729803f308a9,ee00000b-0000-0000-0000-000000000000,Optional,110.00,gram,2026-04-27 07:26:00.000000+00
